scored_at,source,year,round,event,race_date,stage,model,git_sha,train_rows,train_base_rate,lookback_races,n,observed_rate,mean_predicted,brier,brier_base,brier_skill,log_loss,roc_auc,pr_auc,top2_hits,top2_lift
2026-09-07T20:54:01+00:00,replay,2023,2,Saudi Arabian Grand Prix,2023-03-19,pre_weekend,random_forest,42d1601,797,0.15056,40,20,0.1,0.2211,0.101213,0.092557,-0.09352,0.3643,0.75,0.27778,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,3,Australian Grand Prix,2023-04-02,post_quali,random_forest,42d1601,797,0.14806,40,20,0.4,0.15006,0.294503,0.303476,0.02957,0.83642,0.60417,0.61389,2,2.5
2026-09-07T20:54:01+00:00,replay,2023,3,Australian Grand Prix,2023-04-02,pre_weekend,random_forest,42d1601,797,0.14806,40,20,0.4,0.14641,0.2974,0.303476,0.02002,0.84555,0.59375,0.60842,2,2.5
2026-09-07T20:53:19+00:00,replay,2023,4,Azerbaijan Grand Prix,2023-04-30,post_quali,random_forest,42d1601,797,0.15809,40,20,0.1,0.18153,0.094379,0.093375,-0.01075,0.34167,0.69444,0.21111,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,4,Azerbaijan Grand Prix,2023-04-30,pre_weekend,random_forest,42d1601,797,0.15809,40,20,0.1,0.18287,0.094102,0.093375,-0.00778,0.34189,0.88889,0.41667,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,5,Miami Grand Prix,2023-05-07,post_quali,random_forest,42d1601,797,0.15809,40,20,0.0,0.15371,0.024932,0.024993,0.00246,0.16781,,,0,
2026-09-07T20:54:01+00:00,replay,2023,5,Miami Grand Prix,2023-05-07,pre_weekend,random_forest,42d1601,797,0.15809,40,20,0.0,0.1597,0.026761,0.024993,-0.07072,0.17489,,,0,
2026-09-07T20:53:19+00:00,replay,2023,6,Monaco Grand Prix,2023-05-28,post_quali,random_forest,42d1601,797,0.15558,40,20,0.1,0.16618,0.097421,0.09309,-0.04654,0.34928,0.55556,0.15556,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,6,Monaco Grand Prix,2023-05-28,pre_weekend,random_forest,42d1601,797,0.15558,40,20,0.1,0.16212,0.096047,0.09309,-0.03177,0.34406,0.55556,0.15556,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,7,Spanish Grand Prix,2023-06-04,post_quali,random_forest,42d1601,797,0.15558,40,20,0.0,0.14316,0.021127,0.024206,0.1272,0.15494,,,0,
2026-09-07T20:54:01+00:00,replay,2023,7,Spanish Grand Prix,2023-06-04,pre_weekend,random_forest,42d1601,797,0.15558,40,20,0.0,0.15001,0.022903,0.024206,0.05383,0.16281,,,0,
2026-09-07T20:53:19+00:00,replay,2023,8,Canadian Grand Prix,2023-06-18,post_quali,random_forest,42d1601,797,0.14806,40,20,0.1,0.144,0.091748,0.092309,0.00608,0.3386,0.5,0.55,1,5.0
2026-09-07T20:54:01+00:00,replay,2023,8,Canadian Grand Prix,2023-06-18,pre_weekend,random_forest,42d1601,797,0.14806,40,20,0.1,0.14685,0.093484,0.092309,-0.01273,0.34074,0.5,0.22222,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,9,Austrian Grand Prix,2023-07-02,post_quali,random_forest,42d1601,797,0.15056,40,20,0.05,0.16901,0.061261,0.057613,-0.06332,0.26072,0.73684,0.16667,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,9,Austrian Grand Prix,2023-07-02,pre_weekend,random_forest,42d1601,797,0.15056,40,20,0.05,0.15632,0.058124,0.057613,-0.00886,0.24939,0.73684,0.16667,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,10,British Grand Prix,2023-07-09,post_quali,random_forest,42d1601,797,0.14806,40,20,0.15,0.17154,0.127777,0.127504,-0.00214,0.42074,0.54902,0.19907,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,10,British Grand Prix,2023-07-09,pre_weekend,random_forest,42d1601,797,0.14806,40,20,0.15,0.17098,0.129077,0.127504,-0.01234,0.42391,0.52941,0.19167,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,11,Hungarian Grand Prix,2023-07-23,post_quali,random_forest,42d1601,798,0.14662,40,20,0.15,0.10105,0.133563,0.127511,-0.04746,0.45273,0.39216,0.15595,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,11,Hungarian Grand Prix,2023-07-23,pre_weekend,random_forest,42d1601,798,0.14662,40,20,0.15,0.09065,0.134971,0.127511,-0.0585,0.46157,0.39216,0.15604,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,12,Belgian Grand Prix,2023-07-30,post_quali,random_forest,42d1601,798,0.14787,40,20,0.1,0.13587,0.096494,0.092292,-0.04553,0.35343,0.27778,0.10263,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,12,Belgian Grand Prix,2023-07-30,pre_weekend,random_forest,42d1601,798,0.14787,40,20,0.1,0.12809,0.094888,0.092292,-0.02813,0.34818,0.25,0.09809,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,13,Dutch Grand Prix,2023-08-27,post_quali,random_forest,42d1601,798,0.15038,40,20,0.15,0.12374,0.129279,0.1275,-0.01395,0.43239,0.5098,0.23333,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,13,Dutch Grand Prix,2023-08-27,pre_weekend,random_forest,42d1601,798,0.15038,40,20,0.15,0.1134,0.130054,0.1275,-0.02003,0.4383,0.5098,0.28045,1,3.333
2026-09-07T20:53:19+00:00,replay,2023,14,Italian Grand Prix,2023-09-03,post_quali,random_forest,42d1601,798,0.15038,40,19,0.05263,0.1861,0.067936,0.059415,-0.1434,0.28195,0.55556,0.11111,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,14,Italian Grand Prix,2023-09-03,pre_weekend,random_forest,42d1601,798,0.15038,40,19,0.05263,0.17751,0.066584,0.059415,-0.12066,0.27703,0.5,0.1,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,15,Singapore Grand Prix,2023-09-17,post_quali,random_forest,42d1601,797,0.14931,40,19,0.21053,0.18315,0.169249,0.169952,0.00414,0.5239,0.41667,0.21381,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,15,Singapore Grand Prix,2023-09-17,pre_weekend,random_forest,42d1601,797,0.14931,40,19,0.21053,0.18735,0.168719,0.169952,0.00726,0.52223,0.48333,0.23485,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,16,Japanese Grand Prix,2023-09-24,post_quali,random_forest,42d1601,796,0.15201,40,20,0.25,0.12727,0.196717,0.197102,0.00196,0.59185,0.68,0.4171,1,2.0
2026-09-07T20:54:01+00:00,replay,2023,16,Japanese Grand Prix,2023-09-24,pre_weekend,random_forest,42d1601,796,0.15201,40,20,0.25,0.12652,0.199431,0.197102,-0.01181,0.60488,0.69333,0.53343,1,2.0
2026-09-07T20:53:19+00:00,replay,2023,17,Qatar Grand Prix,2023-10-08,post_quali,random_forest,42d1601,796,0.15578,40,19,0.10526,0.18488,0.103895,0.096735,-0.07402,0.37357,0.47059,0.22222,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,17,Qatar Grand Prix,2023-10-08,pre_weekend,random_forest,42d1601,796,0.15578,40,19,0.10526,0.1905,0.106706,0.096735,-0.10308,0.3813,0.32353,0.11806,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,18,United States Grand Prix,2023-10-22,post_quali,random_forest,42d1601,795,0.1522,40,20,0.15,0.13882,0.127137,0.127505,0.00289,0.41779,0.56863,0.20665,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,18,United States Grand Prix,2023-10-22,pre_weekend,random_forest,42d1601,795,0.1522,40,20,0.15,0.14443,0.126238,0.127505,0.00993,0.41542,0.56863,0.20655,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,19,Mexico City Grand Prix,2023-10-29,post_quali,random_forest,42d1601,796,0.1495,40,19,0.21053,0.11566,0.165125,0.16993,0.02827,0.50698,0.81667,0.63258,1,2.375
2026-09-07T20:54:01+00:00,replay,2023,19,Mexico City Grand Prix,2023-10-29,pre_weekend,random_forest,42d1601,796,0.1495,40,19,0.21053,0.12236,0.169187,0.16993,0.00437,0.52882,0.58333,0.49107,1,2.375
2026-09-07T20:53:19+00:00,replay,2023,20,São Paulo Grand Prix,2023-11-05,post_quali,random_forest,42d1601,795,0.15094,40,19,0.26316,0.13768,0.208803,0.206498,-0.01116,0.62605,0.51429,0.33371,1,1.9
2026-09-07T20:54:01+00:00,replay,2023,20,São Paulo Grand Prix,2023-11-05,pre_weekend,random_forest,42d1601,795,0.15094,40,19,0.26316,0.14415,0.210795,0.206498,-0.02081,0.63561,0.47143,0.28004,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,21,Las Vegas Grand Prix,2023-11-18,post_quali,random_forest,42d1601,795,0.14969,40,20,0.15,0.16752,0.126137,0.1275,0.01069,0.41731,0.56863,0.45644,1,3.333
2026-09-07T20:54:01+00:00,replay,2023,21,Las Vegas Grand Prix,2023-11-18,pre_weekend,random_forest,42d1601,795,0.14969,40,20,0.15,0.16884,0.125317,0.1275,0.01712,0.41414,0.60784,0.25661,0,0.0
2026-09-07T20:53:19+00:00,replay,2023,22,Abu Dhabi Grand Prix,2023-11-26,post_quali,random_forest,42d1601,795,0.14969,40,20,0.05,0.1372,0.053341,0.057437,0.07131,0.23038,0.89474,0.33333,0,0.0
2026-09-07T20:54:01+00:00,replay,2023,22,Abu Dhabi Grand Prix,2023-11-26,pre_weekend,random_forest,42d1601,795,0.14969,40,20,0.05,0.14611,0.056972,0.057437,0.00811,0.24573,0.47368,0.09091,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,1,Bahrain Grand Prix,2024-03-02,post_quali,random_forest,42d1601,795,0.14843,40,20,0.0,0.14784,0.023051,0.022031,-0.04632,0.16081,,,0,
2026-09-07T20:54:01+00:00,replay,2024,1,Bahrain Grand Prix,2024-03-02,pre_weekend,random_forest,42d1601,795,0.14843,40,20,0.0,0.13845,0.019849,0.022031,0.09904,0.14948,,,0,
2026-09-07T20:53:19+00:00,replay,2024,2,Saudi Arabian Grand Prix,2024-03-09,post_quali,random_forest,42d1601,795,0.14214,40,20,0.1,0.16002,0.091436,0.091776,0.0037,0.32839,0.69444,0.21111,0,0.0
2026-09-07T20:54:01+00:00,replay,2024,2,Saudi Arabian Grand Prix,2024-03-09,pre_weekend,random_forest,42d1601,795,0.14214,40,20,0.1,0.1567,0.09319,0.091776,-0.01541,0.33558,0.55556,0.15476,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,3,Australian Grand Prix,2024-03-24,post_quali,random_forest,42d1601,795,0.14214,40,19,0.15789,0.1918,0.149829,0.133212,-0.12474,0.49501,0.14583,0.12215,0,0.0
2026-09-07T20:54:01+00:00,replay,2024,3,Australian Grand Prix,2024-03-24,pre_weekend,random_forest,42d1601,795,0.14214,40,19,0.15789,0.19743,0.1516,0.133212,-0.13803,0.49835,0.08333,0.11531,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,4,Japanese Grand Prix,2024-04-07,post_quali,random_forest,42d1601,794,0.14232,40,20,0.15,0.13974,0.117765,0.127559,0.07678,0.38603,0.84314,0.75758,2,6.667
2026-09-07T20:54:01+00:00,replay,2024,4,Japanese Grand Prix,2024-04-07,pre_weekend,random_forest,42d1601,794,0.14232,40,20,0.15,0.13518,0.121431,0.127559,0.04804,0.39822,0.82353,0.56944,1,3.333
2026-09-07T20:53:19+00:00,replay,2024,5,Chinese Grand Prix,2024-04-21,post_quali,random_forest,42d1601,794,0.1398,40,20,0.15,0.13393,0.126578,0.127604,0.00804,0.4148,0.60784,0.22692,0,0.0
2026-09-07T20:54:01+00:00,replay,2024,5,Chinese Grand Prix,2024-04-21,pre_weekend,random_forest,42d1601,794,0.1398,40,20,0.15,0.12911,0.125881,0.127604,0.0135,0.41381,0.58824,0.21574,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,6,Miami Grand Prix,2024-05-05,post_quali,random_forest,42d1601,794,0.1398,40,20,0.05,0.10518,0.04546,0.055564,0.18185,0.19241,1.0,1.0,1,10.0
2026-09-07T20:54:01+00:00,replay,2024,6,Miami Grand Prix,2024-05-05,pre_weekend,random_forest,42d1601,794,0.1398,40,20,0.05,0.10536,0.046697,0.055564,0.15958,0.19788,1.0,1.0,1,10.0
2026-09-07T20:53:19+00:00,replay,2024,7,Emilia Romagna Grand Prix,2024-05-19,post_quali,random_forest,42d1601,794,0.1335,40,20,0.05,0.11612,0.052278,0.054472,0.04029,0.22257,0.57895,0.11111,0,0.0
2026-09-07T20:54:01+00:00,replay,2024,7,Emilia Romagna Grand Prix,2024-05-19,pre_weekend,random_forest,42d1601,794,0.1335,40,20,0.05,0.11244,0.049321,0.054472,0.09457,0.21075,0.84211,0.25,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,8,Monaco Grand Prix,2024-05-26,post_quali,random_forest,42d1601,794,0.13098,40,20,0.2,0.14743,0.153703,0.164763,0.06713,0.47545,0.70312,0.52143,1,2.5
2026-09-07T20:54:01+00:00,replay,2024,8,Monaco Grand Prix,2024-05-26,pre_weekend,random_forest,42d1601,794,0.13098,40,20,0.2,0.14407,0.164581,0.164763,0.00111,0.52158,0.48438,0.2279,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,9,Canadian Grand Prix,2024-06-09,post_quali,random_forest,42d1601,794,0.13098,40,20,0.25,0.10203,0.20418,0.201665,-0.01247,0.62736,0.69333,0.50381,1,2.0
2026-09-07T20:54:01+00:00,replay,2024,9,Canadian Grand Prix,2024-06-09,pre_weekend,random_forest,42d1601,794,0.13098,40,20,0.25,0.10236,0.206785,0.201665,-0.02539,0.64842,0.52,0.48508,1,2.0
2026-09-07T20:53:19+00:00,replay,2024,10,Spanish Grand Prix,2024-06-23,post_quali,random_forest,42d1601,794,0.13602,40,20,0.0,0.12172,0.015998,0.018501,0.13533,0.13057,,,0,
2026-09-07T20:54:01+00:00,replay,2024,10,Spanish Grand Prix,2024-06-23,pre_weekend,random_forest,42d1601,794,0.13602,40,20,0.0,0.12208,0.015845,0.018501,0.14358,0.13082,,,0,
2026-09-07T20:53:19+00:00,replay,2024,11,Austrian Grand Prix,2024-06-30,post_quali,random_forest,42d1601,794,0.1335,40,20,0.0,0.13486,0.019113,0.017823,-0.0724,0.14548,,,0,
2026-09-07T20:54:01+00:00,replay,2024,11,Austrian Grand Prix,2024-06-30,pre_weekend,random_forest,42d1601,794,0.1335,40,20,0.0,0.13309,0.018464,0.017823,-0.036,0.14332,,,0,
2026-09-07T20:53:19+00:00,replay,2024,12,British Grand Prix,2024-07-07,post_quali,random_forest,42d1601,794,0.13098,40,19,0.05263,0.13205,0.058937,0.056,-0.05244,0.25006,0.22222,0.06667,0,0.0
2026-09-07T20:54:01+00:00,replay,2024,12,British Grand Prix,2024-07-07,pre_weekend,random_forest,42d1601,794,0.13098,40,19,0.05263,0.13939,0.060441,0.056,-0.0793,0.25466,0.27778,0.07143,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,13,Hungarian Grand Prix,2024-07-21,post_quali,random_forest,42d1601,793,0.12736,40,20,0.05,0.1427,0.053331,0.053485,0.00288,0.22849,0.89474,0.33333,0,0.0
2026-09-07T20:54:01+00:00,replay,2024,13,Hungarian Grand Prix,2024-07-21,pre_weekend,random_forest,42d1601,793,0.12736,40,20,0.05,0.1379,0.054811,0.053485,-0.02479,0.23285,0.63158,0.125,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,14,Belgian Grand Prix,2024-07-28,post_quali,random_forest,42d1601,793,0.12106,40,20,0.05,0.12287,0.046547,0.052549,0.11422,0.20094,1.0,1.0,1,10.0
2026-09-07T20:54:01+00:00,replay,2024,14,Belgian Grand Prix,2024-07-28,pre_weekend,random_forest,42d1601,793,0.12106,40,20,0.05,0.12314,0.047699,0.052549,0.0923,0.20542,1.0,1.0,1,10.0
2026-09-07T20:53:19+00:00,replay,2024,15,Dutch Grand Prix,2024-08-25,post_quali,random_forest,42d1601,793,0.1198,40,20,0.0,0.14288,0.022411,0.014352,-0.56158,0.15555,,,0,
2026-09-07T20:54:01+00:00,replay,2024,15,Dutch Grand Prix,2024-08-25,pre_weekend,random_forest,42d1601,793,0.1198,40,20,0.0,0.15571,0.026506,0.014352,-0.84687,0.17088,,,0,
2026-09-07T20:53:19+00:00,replay,2024,16,Italian Grand Prix,2024-09-01,post_quali,random_forest,42d1601,793,0.11602,40,20,0.05,0.1117,0.047518,0.051858,0.08369,0.20207,0.89474,0.33333,0,0.0
2026-09-07T20:54:01+00:00,replay,2024,16,Italian Grand Prix,2024-09-01,pre_weekend,random_forest,42d1601,793,0.11602,40,20,0.05,0.1129,0.04856,0.051858,0.06359,0.20813,1.0,1.0,1,10.0
2026-09-07T20:53:19+00:00,replay,2024,17,Azerbaijan Grand Prix,2024-09-15,post_quali,random_forest,42d1601,793,0.11475,40,20,0.2,0.1296,0.171006,0.167267,-0.02236,0.55116,0.39062,0.22735,0,0.0
2026-09-07T20:54:01+00:00,replay,2024,17,Azerbaijan Grand Prix,2024-09-15,pre_weekend,random_forest,42d1601,793,0.11475,40,20,0.2,0.11528,0.17653,0.167267,-0.05538,0.57973,0.29688,0.17345,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,18,Singapore Grand Prix,2024-09-22,post_quali,random_forest,42d1601,793,0.11602,40,20,0.1,0.17012,0.090839,0.090256,-0.00646,0.3297,0.77778,0.6,1,5.0
2026-09-07T20:54:01+00:00,replay,2024,18,Singapore Grand Prix,2024-09-22,pre_weekend,random_forest,42d1601,793,0.11602,40,20,0.1,0.17312,0.089463,0.090256,0.00879,0.32468,0.77778,0.36111,1,5.0
2026-09-07T20:53:19+00:00,replay,2024,19,United States Grand Prix,2024-10-20,post_quali,random_forest,42d1601,793,0.11475,40,20,0.05,0.11905,0.04827,0.051693,0.06622,0.20447,0.94737,0.5,1,10.0
2026-09-07T20:54:01+00:00,replay,2024,19,United States Grand Prix,2024-10-20,pre_weekend,random_forest,42d1601,793,0.11475,40,20,0.05,0.11694,0.054125,0.051693,-0.04705,0.23057,0.42105,0.08333,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,20,Mexico City Grand Prix,2024-10-27,post_quali,random_forest,42d1601,793,0.11223,40,20,0.15,0.1562,0.132634,0.128926,-0.02876,0.43862,0.39216,0.15499,0,0.0
2026-09-07T20:54:01+00:00,replay,2024,20,Mexico City Grand Prix,2024-10-27,pre_weekend,random_forest,42d1601,793,0.11223,40,20,0.15,0.16701,0.124761,0.128926,0.03231,0.41138,0.72549,0.30758,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,21,São Paulo Grand Prix,2024-11-03,post_quali,random_forest,42d1601,793,0.11349,40,18,0.11111,0.16088,0.098285,0.098771,0.00492,0.34468,0.6875,0.34091,1,4.5
2026-09-07T20:54:01+00:00,replay,2024,21,São Paulo Grand Prix,2024-11-03,pre_weekend,random_forest,42d1601,793,0.11349,40,18,0.11111,0.1647,0.104689,0.098771,-0.05991,0.37283,0.40625,0.18056,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,22,Las Vegas Grand Prix,2024-11-23,post_quali,random_forest,42d1601,791,0.10619,40,20,0.1,0.13811,0.093988,0.090038,-0.04387,0.33866,0.47222,0.13248,0,0.0
2026-09-07T20:54:01+00:00,replay,2024,22,Las Vegas Grand Prix,2024-11-23,pre_weekend,random_forest,42d1601,791,0.10619,40,20,0.1,0.14693,0.089059,0.090038,0.01088,0.32082,0.72222,0.34091,1,5.0
2026-09-07T20:53:19+00:00,replay,2024,23,Qatar Grand Prix,2024-12-01,post_quali,random_forest,42d1601,791,0.10619,40,20,0.25,0.11386,0.195702,0.20818,0.05994,0.58648,0.78667,0.5798,1,2.0
2026-09-07T20:54:01+00:00,replay,2024,23,Qatar Grand Prix,2024-12-01,pre_weekend,random_forest,42d1601,791,0.10619,40,20,0.25,0.11657,0.207459,0.20818,0.00346,0.63976,0.48,0.26192,0,0.0
2026-09-07T20:53:19+00:00,replay,2024,24,Abu Dhabi Grand Prix,2024-12-08,post_quali,random_forest,42d1601,791,0.11252,40,20,0.2,0.09913,0.161833,0.167653,0.03471,0.50193,0.8125,0.46111,1,2.5
2026-09-07T20:54:01+00:00,replay,2024,24,Abu Dhabi Grand Prix,2024-12-08,pre_weekend,random_forest,42d1601,791,0.11252,40,20,0.2,0.09949,0.164297,0.167653,0.02002,0.52102,0.6875,0.4693,1,2.5
2026-09-07T20:53:19+00:00,replay,2025,1,Australian Grand Prix,2025-03-16,post_quali,random_forest,42d1601,791,0.11504,40,20,0.3,0.1184,0.241603,0.244209,0.01067,0.72647,0.55952,0.47886,1,1.667
2026-09-07T20:54:01+00:00,replay,2025,1,Australian Grand Prix,2025-03-16,pre_weekend,random_forest,42d1601,791,0.11504,40,20,0.3,0.12125,0.246231,0.244209,-0.00828,0.7468,0.39286,0.39534,1,1.667
2026-09-07T20:53:19+00:00,replay,2025,2,Chinese Grand Prix,2025-03-23,post_quali,random_forest,42d1601,791,0.12263,40,20,0.05,0.1569,0.063872,0.052775,-0.21027,0.26441,0.31579,0.07143,0,0.0
2026-09-07T20:54:01+00:00,replay,2025,2,Chinese Grand Prix,2025-03-23,pre_weekend,random_forest,42d1601,791,0.12263,40,20,0.05,0.15732,0.062217,0.052775,-0.17892,0.2637,0.42105,0.08333,0,0.0
2026-09-07T20:53:19+00:00,replay,2025,3,Japanese Grand Prix,2025-04-06,post_quali,random_forest,42d1601,791,0.12137,40,20,0.0,0.15038,0.024893,0.01473,-0.69003,0.16454,,,0,
2026-09-07T20:54:01+00:00,replay,2025,3,Japanese Grand Prix,2025-04-06,pre_weekend,random_forest,42d1601,791,0.12137,40,20,0.0,0.15515,0.025275,0.01473,-0.71591,0.16945,,,0,
2026-09-07T20:53:19+00:00,replay,2025,4,Bahrain Grand Prix,2025-04-13,post_quali,random_forest,42d1601,791,0.1201,40,20,0.05,0.09708,0.0521,0.052414,0.006,0.22153,0.31579,0.07143,0,0.0
2026-09-07T20:54:01+00:00,replay,2025,4,Bahrain Grand Prix,2025-04-13,pre_weekend,random_forest,42d1601,791,0.1201,40,20,0.05,0.09281,0.049089,0.052414,0.06344,0.2073,0.68421,0.14286,0,0.0
2026-09-07T20:53:19+00:00,replay,2025,5,Saudi Arabian Grand Prix,2025-04-20,post_quali,random_forest,42d1601,791,0.11757,40,20,0.1,0.12977,0.094403,0.090309,-0.04533,0.34314,0.22222,0.09583,0,0.0
2026-09-07T20:54:01+00:00,replay,2025,5,Saudi Arabian Grand Prix,2025-04-20,pre_weekend,random_forest,42d1601,791,0.11757,40,20,0.1,0.12347,0.089467,0.090309,0.00933,0.32151,0.77778,0.26667,0,0.0
2026-09-07T20:53:19+00:00,replay,2025,6,Miami Grand Prix,2025-05-04,post_quali,random_forest,42d1601,791,0.11631,40,20,0.2,0.10865,0.153566,0.167004,0.08046,0.46554,0.89062,0.68452,1,2.5
2026-09-07T20:54:01+00:00,replay,2025,6,Miami Grand Prix,2025-05-04,pre_weekend,random_forest,42d1601,791,0.11631,40,20,0.2,0.10275,0.165218,0.167004,0.0107,0.51804,0.71875,0.34583,0,0.0
2026-09-07T20:53:19+00:00,replay,2025,7,Emilia Romagna Grand Prix,2025-05-18,post_quali,random_forest,42d1601,791,0.11884,40,20,0.1,0.09871,0.086166,0.090355,0.04636,0.30145,0.72222,0.34091,1,5.0
2026-09-07T20:54:01+00:00,replay,2025,7,Emilia Romagna Grand Prix,2025-05-18,pre_weekend,random_forest,42d1601,791,0.11884,40,20,0.1,0.08915,0.092605,0.090355,-0.0249,0.33708,0.5,0.14091,0,0.0
2026-09-07T20:53:19+00:00,replay,2025,8,Monaco Grand Prix,2025-05-25,post_quali,random_forest,42d1601,791,0.11757,40,20,0.1,0.15264,0.100606,0.090309,-0.11402,0.35981,0.38889,0.11667,0,0.0
2026-09-07T20:54:01+00:00,replay,2025,8,Monaco Grand Prix,2025-05-25,pre_weekend,random_forest,42d1601,791,0.11757,40,20,0.1,0.1563,0.095754,0.090309,-0.0603,0.34191,0.5,0.14091,0,0.0
2026-09-07T20:53:19+00:00,replay,2025,9,Spanish Grand Prix,2025-06-01,post_quali,random_forest,42d1601,792,0.11869,40,19,0.10526,0.08227,0.095257,0.094363,-0.00948,0.34295,0.58824,0.20192,0,0.0
2026-09-07T20:54:01+00:00,replay,2025,9,Spanish Grand Prix,2025-06-01,pre_weekend,random_forest,42d1601,792,0.11869,40,19,0.10526,0.07813,0.096636,0.094363,-0.02408,0.34826,0.55882,0.1625,0,0.0
2026-09-07T20:53:19+00:00,replay,2025,10,Canadian Grand Prix,2025-06-15,post_quali,random_forest,42d1601,792,0.11616,40,20,0.15,0.13749,0.136236,0.128645,-0.05901,0.4589,0.41176,0.16667,0,0.0
2026-09-07T20:54:01+00:00,replay,2025,10,Canadian Grand Prix,2025-06-15,pre_weekend,random_forest,42d1601,792,0.11616,40,20,0.15,0.13316,0.131253,0.128645,-0.02027,0.43866,0.33333,0.14762,0,0.0
2026-09-07T20:53:19+00:00,replay,2025,11,Austrian Grand Prix,2025-06-29,post_quali,random_forest,42d1601,792,0.11364,40,19,0.15789,0.10142,0.140511,0.134923,-0.04141,0.46913,0.5625,0.22222,0,0.0
2026-09-07T20:54:01+00:00,replay,2025,11,Austrian Grand Prix,2025-06-29,pre_weekend,random_forest,42d1601,792,0.11364,40,19,0.15789,0.09937,0.139066,0.134923,-0.03071,0.46536,0.5,0.19121,0,0.0
2026-09-07T20:53:19+00:00,replay,2025,12,British Grand Prix,2025-07-06,post_quali,random_forest,42d1601,792,0.1149,40,19,0.21053,0.09651,0.174017,0.17535,0.0076,0.54486,0.66667,0.3631,1,2.375
2026-09-07T20:54:01+00:00,replay,2025,12,British Grand Prix,2025-07-06,pre_weekend,random_forest,42d1601,792,0.1149,40,19,0.21053,0.08685,0.176895,0.17535,-0.00881,0.56126,0.7,0.52976,1,2.375
2026-09-07T20:53:19+00:00,replay,2025,13,Belgian Grand Prix,2025-07-27,post_quali,random_forest,42d1601,791,0.11631,40,20,0.0,0.11052,0.014042,0.013528,-0.03805,0.11828,,,0,
2026-09-07T20:54:01+00:00,replay,2025,13,Belgian Grand Prix,2025-07-27,pre_weekend,random_forest,42d1601,791,0.11631,40,20,0.0,0.10447,0.011587,0.013528,0.14349,0.11076,,,0,
2026-09-07T20:53:19+00:00,replay,2025,14,Hungarian Grand Prix,2025-08-03,post_quali,random_forest,42d1601,792,0.11111,40,20,0.05,0.08124,0.045378,0.051235,0.11431,0.18141,0.84211,0.25,0,0.0
2026-09-07T20:54:01+00:00,replay,2025,14,Hungarian Grand Prix,2025-08-03,pre_weekend,random_forest,42d1601,792,0.11111,40,20,0.05,0.07548,0.044191,0.051235,0.13748,0.17857,1.0,1.0,1,10.0
2026-09-07T20:53:19+00:00,replay,2025,15,Dutch Grand Prix,2025-08-31,post_quali,random_forest,42d1601,793,0.10593,40,20,0.15,0.08217,0.144679,0.129442,-0.11771,0.55178,0.07843,0.1089,0,0.0
2026-09-07T20:54:01+00:00,replay,2025,15,Dutch Grand Prix,2025-08-31,pre_weekend,random_forest,42d1601,793,0.10593,40,20,0.15,0.07511,0.139677,0.129442,-0.07907,0.50937,0.13725,0.11486,0,0.0
2026-09-07T20:53:19+00:00,replay,2025,16,Italian Grand Prix,2025-09-07,post_quali,random_forest,42d1601,793,0.10593,40,19,0.05263,0.11233,0.054965,0.052702,-0.04294,0.2329,0.38889,0.08333,0,0.0
2026-09-07T20:54:01+00:00,replay,2025,16,Italian Grand Prix,2025-09-07,pre_weekend,random_forest,42d1601,793,0.10593,40,19,0.05263,0.1086,0.053389,0.052702,-0.01305,0.22597,0.5,0.1,0,0.0
